"Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B","sig"
"PI3",3.85551318819728,10.5679335906642,9.65430850965898,2.18409669464169e-15,1.63363152436883e-12,24.5932219428463,"Up"
"SERF1A",-0.971109362443924,8.55897298315907,-9.5927787679589,2.91544147056218e-15,2.04436222368577e-12,24.3125759292307,"Not Sig"
"SERF1B",-0.971109362443924,8.55897298315907,-9.5927787679589,2.91544147056218e-15,2.04436222368577e-12,24.3125759292307,"Not Sig"
"MIR6821",0.937285828125527,10.3289221565434,9.54935999806694,3.57471630902582e-15,2.35920762524207e-12,24.1144692885182,"Not Sig"
"PIM3",0.937285828125527,10.3289221565434,9.54935999806694,3.57471630902582e-15,2.35920762524207e-12,24.1144692885182,"Not Sig"
"FAM162A",-0.930419305140694,9.91837567120059,-9.49202308219343,4.67938502800387e-15,3.00002058981082e-12,23.8527807077811,"Not Sig"
"CXCL2",2.13658597165227,7.09177930201752,9.4830619857212,4.88055278307055e-15,3.04207566387e-12,23.8118743693572,"Up"
"PRXL2A",-1.05004897123193,9.61496494656786,-9.4596165013198,5.44878927262227e-15,3.22800206860153e-12,23.7048395859086,"Down"
"ATPAF1",-0.762535974905745,8.46347697286092,-9.45892348424611,5.46655727112876e-15,3.22800206860153e-12,23.7016755891879,"Not Sig"
"BSG",-1.42369463062633,9.89969784157561,-9.43877793558603,6.00919707543512e-15,3.40201585090952e-12,23.6096956332396,"Down"
"HMGCS2",-3.71764121910697,8.53513128839423,-9.43625995044665,6.08070683127562e-15,3.40201585090952e-12,23.5981984683566,"Down"
"PFKFB3",1.97002811165805,9.21289909693617,9.43157329968395,6.21608137115248e-15,3.40201585090952e-12,23.5767987775912,"Up"
"DCAF4",-0.486865999197916,6.32935990895369,-9.40018430243258,7.20388707609543e-15,3.84876243096442e-12,23.4334619485334,"Not Sig"
"ANXA1",2.35643551490082,11.1569201788726,9.39367886504506,7.42749414696601e-15,3.8759428177621e-12,23.40375262622,"Up"
"TPK1",1.50092377989163,8.42015416623607,9.34605135499994,9.29057375742956e-15,4.7379814668855e-12,23.1862214386068,"Up"
"SLC35G1",-1.25840782527938,6.31942881017876,-9.29144976835203,1.20085820619884e-14,5.98801273086571e-12,22.9367912233168,"Down"
"CD55",1.93236458224659,9.85196299308296,9.28005947524118,1.26690104480403e-14,6.1799983792082e-12,22.884752810348,"Up"
"C4BPB",2.69114840058378,8.39087621344131,9.26380749997318,1.36747298883211e-14,6.52866519072419e-12,22.8105000963279,"Up"
"TCIRG1",0.870375993354671,9.09803036059512,9.19636113575512,1.87763376023396e-14,8.77754665539372e-12,22.5023166032425,"Not Sig"
"EDIL3",-0.952757111128824,7.27204697193503,-9.16347076764713,2.19159959928102e-14,9.95310784001835e-12,22.3520152834216,"Not Sig"
"ABCB11",-0.759953185880318,4.4427471602453,-9.16094147042623,2.21781448371548e-14,9.95310784001835e-12,22.3404566643608,"Not Sig"
"ANK3",-1.31376107597303,7.30378147099008,-9.1261060314222,2.61245463078957e-14,1.14942881294681e-11,22.1812586308129,"Down"
"FBXO6",1.55371339288109,8.85603456666102,9.08612201979395,3.15271927109113e-14,1.36045899469257e-11,21.9985251141054,"Up"
"DOC2B",1.32141936582628,6.46046302255755,9.03100595972276,4.0852322579837e-14,1.72845190408607e-11,21.7466308249358,"Up"
"APIP",1.37981112133993,10.8166815683344,9.02717050114664,4.15956160348714e-14,1.72845190408607e-11,21.7291018221906,"Up"
